region,category,language,mother_tongue,most_at_home,most_at_work,lang_known
Halifax,Non-Official & Non-Aboriginal languages,Armenian,30,15,0,75
Moncton,Non-Official & Non-Aboriginal languages,Armenian,15,5,0,15
Saint John,Non-Official & Non-Aboriginal languages,Armenian,5,0,0,10
Saguenay,Non-Official & Non-Aboriginal languages,Armenian,5,0,0,15
Québec,Non-Official & Non-Aboriginal languages,Armenian,65,35,0,30
Sherbrooke,Non-Official & Non-Aboriginal languages,Armenian,15,5,0,45
Trois-Rivières,Non-Official & Non-Aboriginal languages,Armenian,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Armenian,16170,11835,280,19930
Kingston,Non-Official & Non-Aboriginal languages,Armenian,25,10,0,40
Belleville,Non-Official & Non-Aboriginal languages,Armenian,15,5,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Armenian,5,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Armenian,125,50,0,150
Toronto,Non-Official & Non-Aboriginal languages,Armenian,12575,7475,140,15225
Hamilton,Non-Official & Non-Aboriginal languages,Armenian,365,135,0,475
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Armenian,215,75,0,270
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Armenian,650,415,0,820
Brantford,Non-Official & Non-Aboriginal languages,Armenian,25,5,0,30
Guelph,Non-Official & Non-Aboriginal languages,Armenian,85,55,0,90
London,Non-Official & Non-Aboriginal languages,Armenian,100,35,0,160
Windsor,Non-Official & Non-Aboriginal languages,Armenian,205,95,0,245
Barrie,Non-Official & Non-Aboriginal languages,Armenian,20,5,0,65
Greater Sudbury,Non-Official & Non-Aboriginal languages,Armenian,10,10,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Armenian,5,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Armenian,55,20,10,60
Regina,Non-Official & Non-Aboriginal languages,Armenian,15,10,0,30
Saskatoon,Non-Official & Non-Aboriginal languages,Armenian,45,35,0,80
Lethbridge,Non-Official & Non-Aboriginal languages,Armenian,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Armenian,250,110,0,295
Edmonton,Non-Official & Non-Aboriginal languages,Armenian,170,75,0,200
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Armenian,525,250,0,745
Kelowna,Non-Official & Non-Aboriginal languages,Armenian,10,0,0,20
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Armenian,30,15,0,60
Vancouver,Non-Official & Non-Aboriginal languages,Armenian,1060,505,0,1460
Victoria,Non-Official & Non-Aboriginal languages,Armenian,45,10,0,65
St. John's,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,5,0,0
Moncton,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,5,0,20
Trois-Rivières,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,125,95,10,160
Kingston,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,10
Peterborough,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,20,15,0,15
Toronto,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,10200,6790,110,12500
Hamilton,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,2290,1450,0,2855
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,45,25,15,10
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,280,175,0,275
Brantford,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,0,10,10
London,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,1045,660,0,1390
Windsor,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,465,300,0,545
Barrie,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,85,45,0,120
Greater Sudbury,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,0,0,15
Winnipeg,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,5,5,0,15
Regina,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,25,15,25,50
Saskatoon,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,280,210,0,450
Lethbridge,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,295,200,10,330
Edmonton,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,75,40,0,65
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,90,35,0,95
Kelowna,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,10,5,0,40
Vancouver,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,630,400,25,715
Victoria,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,10,0,0,0
St. John's,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Halifax,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Moncton,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Saint John,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Saguenay,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Québec,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Sherbrooke,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Trois-Rivières,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Montréal,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Kingston,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Belleville,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Peterborough,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Oshawa,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Toronto,Aboriginal languages,"Athabaskan languages, n.i.e.",5,5,0,0
Hamilton,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
St. Catharines - Niagara,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Brantford,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Guelph,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
London,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Windsor,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Barrie,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Greater Sudbury,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,10
Thunder Bay,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Winnipeg,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Regina,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Saskatoon,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Lethbridge,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Calgary,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Edmonton,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Ottawa - Gatineau,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Kelowna,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Abbotsford - Mission,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
Vancouver,Aboriginal languages,"Athabaskan languages, n.i.e.",5,0,0,10
Victoria,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0,0,0
St. John's,Aboriginal languages,Atikamekw,0,0,0,0
Halifax,Aboriginal languages,Atikamekw,0,0,0,0
Moncton,Aboriginal languages,Atikamekw,0,0,0,0
Saint John,Aboriginal languages,Atikamekw,0,0,0,0
Saguenay,Aboriginal languages,Atikamekw,45,25,0,85
Québec,Aboriginal languages,Atikamekw,45,10,0,60
Sherbrooke,Aboriginal languages,Atikamekw,0,5,0,0
Trois-Rivières,Aboriginal languages,Atikamekw,145,90,10,230
Montréal,Aboriginal languages,Atikamekw,30,5,0,15
Kingston,Aboriginal languages,Atikamekw,0,0,0,0
Belleville,Aboriginal languages,Atikamekw,0,0,0,0
Peterborough,Aboriginal languages,Atikamekw,0,0,0,0
Oshawa,Aboriginal languages,Atikamekw,0,0,0,0
Toronto,Aboriginal languages,Atikamekw,0,0,0,0
Hamilton,Aboriginal languages,Atikamekw,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Atikamekw,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Atikamekw,0,0,0,0
Brantford,Aboriginal languages,Atikamekw,0,0,0,0
Guelph,Aboriginal languages,Atikamekw,0,0,0,0
London,Aboriginal languages,Atikamekw,0,0,0,0
Windsor,Aboriginal languages,Atikamekw,0,0,0,0
Barrie,Aboriginal languages,Atikamekw,0,0,0,0
Greater Sudbury,Aboriginal languages,Atikamekw,0,0,0,0
Thunder Bay,Aboriginal languages,Atikamekw,0,0,0,0
Winnipeg,Aboriginal languages,Atikamekw,0,0,0,0
Regina,Aboriginal languages,Atikamekw,0,0,0,0
Saskatoon,Aboriginal languages,Atikamekw,0,0,0,0
Lethbridge,Aboriginal languages,Atikamekw,0,0,0,0
Calgary,Aboriginal languages,Atikamekw,0,0,0,0
Edmonton,Aboriginal languages,Atikamekw,0,0,0,0
Ottawa - Gatineau,Aboriginal languages,Atikamekw,5,5,0,10
Kelowna,Aboriginal languages,Atikamekw,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Atikamekw,0,0,0,0
Vancouver,Aboriginal languages,Atikamekw,0,0,0,0
Victoria,Aboriginal languages,Atikamekw,0,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Moncton,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",5,5,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",5,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",15,5,0,25
Kingston,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",5,0,0,0
Toronto,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",65,35,0,40
Hamilton,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",5,0,0,10
Brantford,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",5,5,0,0
London,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Windsor,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Barrie,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Regina,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Saskatoon,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Lethbridge,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",5,5,0,10
Edmonton,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",10,0,0,15
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",10,0,0,0
Kelowna,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",35,15,0,60
Victoria,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",0,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",15,0,0,25
Moncton,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",0,0,0,10
Québec,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",20,15,0,55
Sherbrooke,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",0,0,0,10
Trois-Rivières,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",275,55,10,415
Kingston,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,10
Belleville,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,10
Peterborough,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",10,0,0,35
Toronto,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",1015,280,10,1275
Hamilton,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",70,10,0,75
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,0
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",35,5,0,25
Brantford,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",10,0,0,0
London,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",25,0,0,45
Windsor,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",35,25,0,70
Barrie,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,5,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",0,0,0,10
Thunder Bay,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",5,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",130,20,0,140
Regina,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",65,30,0,25
Saskatoon,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",105,35,0,130
Lethbridge,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",15,0,0,20
Calgary,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",485,145,0,570
Edmonton,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",285,85,0,420
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",130,45,0,115
Kelowna,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",15,0,0,15
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",20,5,0,35
Vancouver,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",830,260,20,1175
Victoria,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",40,0,0,90
St. John's,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Azerbaijani,15,5,0,20
Moncton,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Azerbaijani,15,5,0,25
Sherbrooke,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,10
Trois-Rivières,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Azerbaijani,260,95,10,450
Kingston,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,10
Belleville,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,15
Toronto,Non-Official & Non-Aboriginal languages,Azerbaijani,1615,650,15,2650
Hamilton,Non-Official & Non-Aboriginal languages,Azerbaijani,50,15,0,95
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Azerbaijani,20,10,0,30
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Azerbaijani,70,15,0,150
Brantford,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,0
London,Non-Official & Non-Aboriginal languages,Azerbaijani,45,10,0,110
Windsor,Non-Official & Non-Aboriginal languages,Azerbaijani,20,5,0,30
Barrie,Non-Official & Non-Aboriginal languages,Azerbaijani,5,5,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,15
Thunder Bay,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Azerbaijani,30,15,0,55
Regina,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,10
Saskatoon,Non-Official & Non-Aboriginal languages,Azerbaijani,25,5,0,20
Lethbridge,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,10
Calgary,Non-Official & Non-Aboriginal languages,Azerbaijani,240,100,0,350
Edmonton,Non-Official & Non-Aboriginal languages,Azerbaijani,120,50,0,250
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Azerbaijani,130,55,10,160
Kelowna,Non-Official & Non-Aboriginal languages,Azerbaijani,5,0,0,15
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Azerbaijani,0,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Azerbaijani,500,185,10,840
Victoria,Non-Official & Non-Aboriginal languages,Azerbaijani,15,10,0,35
St. John's,Aboriginal languages,Babine (Wetsuwet'en),0,0,0,0
Halifax,Aboriginal languages,Babine (Wetsuwet'en),0,0,0,0
Moncton,Aboriginal languages,Babine (Wetsuwet'en),0,0,0,0
